brand,model,min_cost_price,max_cost_price,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,sale_state
Hyundai,i10,698320,729333.3333,7,59586,Petrol,0,19.81,1086,68.05,5,300000,Madhya Pradesh
Mercedes-Benz,C-Class,5216000,6517000,10,59000,Diesel,1,14.94,2143,204,5,925000,Bihar
Toyota,Innova,2017158.73,2955126.984,8,135000,Diesel,0,12.99,2494,100.6,8,825000,Kerala 
Hyundai,Creta,1232000,2080000,4,61462,Diesel,0,21.38,1396,88.7,5,970000,Punjab
Maruti,Swift Dzire,675762.0482,990132.5301,8,52000,Diesel,0,28.4,1248,74.02,5,395000,Haryana
Skoda,Rapid,899000,1582000,5,50000,Petrol,0,15,1598,103.52,5,570000,Himachal Pradesh
Honda,Jazz,881657.4074,1133805.556,10,66000,Petrol,0,16,1198,90,5,325000,Sikkim
Hyundai,i20,968000,1284000,11,90000,Diesel,0,23,1396,90,5,310000,Goa
Maruti,Eeco,506724.7706,536238.5321,6,59000,Petrol,0,15.1,1196,73,7,365000,Nagaland
Hyundai,i10,698320,729333.3333,9,40000,Petrol,1,16.95,1197,78.9,5,335000,Maharashtra
Mercedes-Benz,E-Class,7673000,9561000,7,40000,Diesel,1,13,2143,204,5,2070000,Madhya Pradesh
Mahindra,XUV500,1659000,2337000,5,95000,Diesel,1,16,2179,140,7,875000,Maharashtra
Toyota,Innova,2017158.73,2955126.984,13,85216,Diesel,0,12.8,2494,102,7,465000,Madhya Pradesh
Tata,Safari,1485000,2141000,9,100000,Diesel,0,11.57,2179,138.1,7,280000,Rajasthan
Hyundai,Verna,1183685.851,1732925.659,5,100000,Diesel,0,23.9,1582,126.2,5,700000,West Bengal
Mahindra,Scorpio,1479000,1928000,11,97000,Diesel,0,10.5,2179,120,7,475000,Karnataka
Hyundai,i20,968000,1284000,5,90000,Diesel,0,22.54,1396,88.73,5,540000,Jammu and Kashmir
Hyundai,Grand,706000,742000,4,7000,Petrol,0,18.9,1197,82,5,490000,Maharashtra
Maruti,Vitara,839666.6667,1323333.333,4,80000,Diesel,0,24.3,1248,88.5,5,830000,Madhya Pradesh
Maruti,Swift,629140.5229,920202.6144,6,56562,Diesel,0,25.2,1248,74,5,540000,Bihar
Maruti,Swift,623000,906000,3,25000,Petrol,0,22,1197,81.8,5,550000,Kerala 
Volkswagen,Polo,723000,1175000,6,46000,Petrol,0,16.47,1198,74,5,491000,Punjab
Maruti,Ciaz,995000,1351000,6,36681,Petrol,0,20.73,1373,91.1,5,611000,Haryana
Hyundai,Creta,1158000,2053000,5,80000,Petrol,0,13,1591,121.3,5,925000,Maharashtra
Mahindra,Bolero,899000,1055000,12,100000,Diesel,0,13.6,2523,63,7,260000,Madhya Pradesh
Toyota,Innova,2017158.73,2955126.984,6,199253,Diesel,0,12.99,2494,100.6,8,1151000,Goa
Land Rover,Rover,7193000,7456000,5,27690,Diesel,1,12.81,1999,148.31,7,3200000,Nagaland
Tata,Safari,1485000,2141000,8,120000,Diesel,0,14,2179,138.1,7,425000,Maharashtra
Maruti,Wagon R,540000,719000,5,22756,Petrol,0,21.79,998,67.05,5,421000,Madhya Pradesh
Tata,Safari,1485000,2141000,8,63000,Diesel,0,13.93,2179,138.03,7,450000,Maharashtra
Maruti,Alto,357003.861,465401.5444,15,80000,Petrol,0,19.7,796,46.3,5,60000,Madhya Pradesh
Mahindra,Bolero,899000,1055000,7,86000,Diesel,0,15.96,2523,62.1,7,460000,Rajasthan
Skoda,Rapid,898000,1551000,6,27000,Petrol,0,15,1598,103.6,5,525000,West Bengal
Hyundai,i20,968000,1284000,3,55373,Diesel,0,22.54,1396,88.73,5,750000,Karnataka
Hyundai,Creta,1211000,2045000,3,22000,Diesel,0,22.1,1396,88.7,5,1015000,Jammu and Kashmir
Maruti,Ertiga,926776,1149968,8,80000,Diesel,0,20.77,1248,88.8,7,711000,Maharashtra
Maruti,Swift Dzire,675762.0482,990132.5301,9,120000,Diesel,0,19.3,1248,73.9,5,460000,Madhya Pradesh
Mahindra,XUV500,1661000,2339000,9,68420,Diesel,0,15.1,2179,140,7,615000,Gujarat
Maruti,Swift Dzire,675762.0482,990132.5301,7,63000,Diesel,0,23.4,1248,74,5,595000,Maharashtra
Maruti,Ciaz,978964.0288,1340179.856,3,35000,Diesel,0,26.32,1498,93.87,5,755000,Madhya Pradesh
Mercedes-Benz,E-Class,7673000,9561000,3,15200,Diesel,1,16.1,1950,191.7,5,4500000,Rajasthan
Maruti,Eeco,619000,619000,5,64850,CNG,0,21.94,1196,61.7,5,320000,West Bengal
Mahindra,XUV500,1661000,2339000,6,51000,Diesel,0,15.1,2179,140,7,945000,Karnataka
Hyundai,i20,854082.8652,1307925.562,4,48000,Petrol,0,18.6,1197,81.83,5,600000,Jammu and Kashmir
Hyundai,Verna,1285000,1811000,10,58222,Diesel,0,22.32,1582,126.32,5,421000,Tamil Nadu
Toyota,Fortuner,3912000,4522000,9,75000,Diesel,0,13,2982,168.5,7,1249000,Uttar Pradesh
Maruti,Alto,357003.861,465401.5444,13,30008,Petrol,0,19.7,796,46.3,5,175000,Bihar
Maruti,Baleno,684580.9129,1054132.78,3,10398,Diesel,0,27.39,1248,74,5,840000,Kerala 
Maruti,Swift Dzire,692000,1031000,5,90000,Petrol,0,20.85,1197,83.14,5,550000,Punjab
Mahindra,Scorpio,1551000,1991000,8,64253,Diesel,0,14,2523,75,7,625000,Haryana
Hyundai,Grand,705000,741000,4,30000,Petrol,0,18.9,1197,81.86,5,480000,Himachal Pradesh
Hyundai,Verna,1285000,1811000,8,64308,Diesel,1,18,1582,126.2,5,485000,Sikkim
Maruti,Alto,357003.861,465401.5444,11,53503,Petrol,0,19.7,796,46.3,5,175000,Goa
Hyundai,Verna,1055000,1643000,7,24835,Petrol,0,17.43,1396,105.5,5,575000,Nagaland
Maruti,Swift,641000,931000,4,14000,Petrol,0,20.4,1197,81.8,5,500000,Andhra Pradesh
Mercedes-Benz,E-Class,741700000,17200000,10,46000,Petrol,1,10.93,3498,272,5,1250000,Gujarat
Honda,City,1290000,1699000,6,48623,Petrol,0,17.8,1498,119.35,5,670000,Maharashtra
Maruti,Swift,629140.5229,920202.6144,7,96000,Diesel,0,28.4,1248,74,5,490000,Madhya Pradesh
Hyundai,i20,790000,1323000,3,23000,Petrol,0,18.6,1197,81.83,5,751000,Rajasthan
Hyundai,Verna,1285000,1811000,9,88500,Diesel,0,22.32,1582,126.32,5,550000,West Bengal
Tata,Tiago,564111.1111,790633.3333,4,11500,Petrol,1,23.84,1199,83.83,5,535000,Karnataka
Ford,Ecosport,927000,1314000,6,29500,Petrol,1,15.63,1499,110.4,5,655000,Jammu and Kashmir
Volkswagen,Polo,706216.3743,1150549.708,4,51952,Diesel,0,20.14,1498,88,5,750000,Maharashtra
Mahindra,Bolero,899000,1055000,11,90000,Diesel,0,13.6,2523,63,7,400000,Madhya Pradesh
Tata,Tiago,590000,819000,3,5000,Petrol,0,23.84,1199,84,5,565000,Gujarat
Maruti,Alto,357003.861,465401.5444,10,9000,Petrol,0,19.7,796,46.3,5,160000,Maharashtra
Honda,City,1290000,1699000,11,34000,Petrol,0,17,1497,118,5,325000,Madhya Pradesh
Volvo,XC90,988000000,10700000,6,80000,Diesel,1,17.2,1969,235,7,4350000,Rajasthan
Hyundai,i20,822000,1362000,7,41000,Petrol,0,18.5,1197,80,5,385000,West Bengal
Renault,Duster,1143444.444,1690333.333,4,7489,Diesel,0,19.6,1461,108.45,5,900000,Karnataka
Maruti,Ciaz,995000,1351000,3,41000,Petrol,1,19.12,1373,91.1,5,895000,Jammu and Kashmir
Maruti,Vitara,839666.6667,1323333.333,5,53085,Diesel,0,24.3,1248,88.5,5,825000,Tamil Nadu
Hyundai,i20,838000,1324000,7,44000,Petrol,0,17,1197,80,5,535000,Uttar Pradesh
Volkswagen,Vento,1061000,1631000,10,84000,Petrol,0,15.04,1598,103.6,5,260000,Bihar
Volkswagen,Polo,696000,1144000,4,49000,Petrol,1,17.21,1197,103.6,5,695000,Kerala 
Mercedes-Benz,C-Class,139749420.6,9235112.15,6,35000,Petrol,1,14.74,1991,181.04,5,2100000,Punjab
Toyota,Innova,2017158.73,2955126.984,4,60100,Diesel,1,11.36,2755,171.5,7,1750000,Haryana
Maruti,Swift,641000,931000,15,55000,Petrol,0,16.1,1197,85,5,145000,Himachal Pradesh
Renault,Triber,586000,843000,2,10000,Petrol,0,20,999,72,7,660000,Sikkim
Mercedes-Benz,E-Class,7673000,9561000,10,40000,Diesel,1,14.21,2143,203,5,1050000,Goa
Maruti,Ertiga,926776,1149968,9,90339,Petrol,0,16.02,1373,93.7,7,495000,Nagaland
Hyundai,Grand,705000,741000,5,14000,Petrol,0,18.9,1197,82,5,495000,Andhra Pradesh
Skoda,Rapid,899000,1582000,8,69000,Petrol,0,15,1598,105,5,325000,Gujarat
Honda,City,1290000,1699000,15,89000,Petrol,0,17.7,1497,78,5,113000,Maharashtra
Mahindra,Scorpio,1506029.289,1955941.423,7,120000,Diesel,0,15.4,2179,120,7,800000,Madhya Pradesh
Hyundai,Verna,1285000,1811000,3,26000,Diesel,1,19.08,1582,126.2,5,1245000,Rajasthan
Tata,Safari,1485000,2141000,11,120000,Diesel,0,13.93,2179,138.1,7,250000,West Bengal
Volkswagen,Vento,1042329.545,1616602.273,7,59200,Petrol,1,16.93,1197,103.2,5,540000,Karnataka
Maruti,Alto,357003.861,465401.5444,3,35000,Petrol,0,23.95,998,67.1,5,350000,Jammu and Kashmir
Maruti,Ertiga,926776,1149968,8,197000,Diesel,0,20.77,1248,88.8,7,660000,Maharashtra
Mercedes-Benz,C-Class,139749420.6,9235112.15,9,88000,Diesel,1,14.84,2143,170,5,1150000,Madhya Pradesh
Maruti,Baleno,688000,1068000,4,21900,Petrol,1,19.56,1197,81.8,5,700000,Bihar
Maruti,Swift Dzire,692000,1032000,6,43206,Petrol,0,20.85,1197,83.14,5,480000,Kerala 
Volkswagen,Polo,723000,1175000,7,43000,Petrol,0,16.47,1198,73.9,5,479000,Punjab
Hyundai,Creta,1176000,2046000,4,77000,Diesel,0,21.38,1396,88.7,5,1100000,Haryana
Honda,City,1465000,1739000,3,27000,Diesel,0,25.6,1498,97.9,5,1175000,Himachal Pradesh
Hyundai,i20,838000,1324000,12,50250,Petrol,1,15,1396,100,5,299000,Sikkim
Tata,Tiago,596000,827000,4,52532,Petrol,0,23.84,1199,84,5,450000,Goa
Hyundai,i20,854082.8652,1307925.562,6,12000,Petrol,0,18.6,1197,81.83,5,625000,Nagaland
Renault,KWID,400000,654000,3,15235,Petrol,0,23.01,999,67,5,410000,Maharashtra
Hyundai,i20,838000,1324000,8,49000,Petrol,0,18.5,1197,82.85,5,500000,Madhya Pradesh
BMW,3,5026000,5026000,4,57000,Petrol,1,15.34,1998,248,5,2550000,Maharashtra
Honda,City,1290000,1699000,7,39000,Petrol,1,18,1497,117.3,5,695000,Madhya Pradesh
Skoda,Rapid,898000,1551000,8,30000,Petrol,0,15,1598,103.52,5,395000,Rajasthan
Honda,City,1290000,1710000,11,92000,Petrol,0,17,1497,118,5,300000,West Bengal
Maruti,Swift,641000,931000,14,60000,Petrol,0,16.1,1298,88.2,5,149000,Karnataka
Audi,A6,6511200,7091000,10,105000,Diesel,1,12.4,2698,179.5,5,857000,Jammu and Kashmir
Maruti,Swift Dzire,692000,1032000,3,29500,Petrol,1,21.21,1197,81.8,5,745000,Maharashtra
Maruti,Alto,357003.861,465401.5444,6,17000,Petrol,0,23.95,998,67.1,5,320000,Madhya Pradesh
Renault,KWID,400000,654000,4,20966,Petrol,0,25.17,799,53.3,5,349000,Bihar
Mahindra,XUV500,1661000,2339000,8,73000,Diesel,0,15.1,2179,140,7,675000,Kerala 
Toyota,Innova,2073000,3010000,3,27000,Diesel,1,11.36,2755,171.5,8,1850000,Punjab
Skoda,Octavia,4382312.5,4382312.5,7,59864,Diesel,0,18.7,1896,66,5,1100000,Haryana
Honda,Jazz,881657.4074,1133805.556,6,31298,Petrol,1,19,1199,88.7,5,590000,Maharashtra
Maruti,Ciaz,978964.0288,1340179.856,4,13000,Diesel,0,28.09,1248,88.5,5,885000,Madhya Pradesh
Hyundai,Verna,1285000,1811000,8,59000,Diesel,0,23.5,1396,88.7,5,490000,Goa
Hyundai,i20,790000,1323000,11,78000,Petrol,0,17,1197,80,5,371000,Nagaland
Ford,Figo,829387.5,918104.1667,11,45000,Petrol,0,15.6,1196,70,5,169000,Maharashtra
Maruti,Ertiga,926776,1149968,4,39000,Petrol,0,17.5,1373,91.1,7,775000,Madhya Pradesh
Hyundai,Santro,547000,740000,2,4800,Petrol,0,20.3,1086,68,5,530000,Maharashtra
BMW,5,7604000,8524000,6,67000,Diesel,1,18.12,1995,190,5,2575000,Madhya Pradesh
Honda,Amaze,735000,1036000,6,21000,Petrol,0,18,1198,86.7,5,435000,Rajasthan
Toyota,Innova,2017158.73,2955126.984,7,115000,Diesel,0,12.8,2494,102,7,996000,West Bengal
Maruti,Celerio,536000,672000,4,55001,Petrol,1,23.1,998,67.04,5,485000,Karnataka
Toyota,Innova,2017158.73,2955126.984,8,82326,Diesel,0,12.99,2494,100.6,7,875000,Jammu and Kashmir
Honda,Amaze,793916.9329,1074051.118,7,100000,Diesel,0,25.8,1498,98.6,5,550000,Maharashtra
Maruti,Celerio,650000,656000,4,39400,CNG,0,31.79,998,58.2,5,475000,Madhya Pradesh
Hyundai,i20,854082.8652,1307925.562,2,3000,Petrol,0,18.6,1197,81.83,5,600000,Bihar
Renault,KWID,356000,599000,2,5000,Petrol,0,25.17,799,53.3,5,350000,Kerala 
Honda,City,1290000,1699000,5,56436,Petrol,1,18,1497,117.3,5,825000,Punjab
Maruti,Wagon R,545348.135,691769.0941,4,18000,Petrol,0,20.51,998,67.04,5,475000,Haryana
Maruti,Ertiga,926776,1149968,8,39000,Diesel,0,20.77,1248,88.8,7,640000,Himachal Pradesh
Renault,KWID,400000,654000,3,20000,Petrol,0,25.17,799,53.3,5,365000,Sikkim
Ford,Aspire,983000,1024000,4,25000,Diesel,0,24.29,1498,99,5,650000,Goa
Hyundai,i20,791000,1324000,11,220000,Petrol,0,17,1197,80,5,204000,Nagaland
Hyundai,i20,967000,1283000,9,66259,Diesel,0,21.9,1396,90,5,435000,Andhra Pradesh
Honda,Amaze,724000,1024000,8,57239,Petrol,0,18,1198,86.7,5,425000,Gujarat
Honda,City,1290000,1699000,4,45000,Petrol,0,17.4,1497,117.6,5,715000,Maharashtra
Hyundai,Verna,1262000,1779000,8,65000,Diesel,0,22.32,1582,126.3,5,540000,Madhya Pradesh
Maruti,Ciaz,995000,1351000,4,54552,Petrol,0,20.73,1373,91.1,5,675000,Rajasthan
Mahindra,Bolero,919000,1074000,6,78028,Diesel,0,15.96,2523,62.1,7,635000,West Bengal
Volkswagen,Polo,695000,1143000,5,110000,Petrol,0,16.2,1199,74,5,525000,Karnataka
Hyundai,i10,698320,729333.3333,9,59000,Petrol,0,19.81,1086,68.05,5,275000,Maharashtra
Maruti,Swift Dzire,675762.0482,990132.5301,6,96000,Diesel,0,26.59,1248,74,5,450000,Madhya Pradesh
Hyundai,Grand,706000,742000,4,41000,Petrol,0,18.9,1197,82,5,520000,Madhya Pradesh
Ford,Aspire,863701.7544,957315.7895,6,65000,Diesel,0,25.83,1498,99,5,490000,Bihar
Honda,Amaze,735000,1036000,8,51112,Petrol,1,15.5,1198,86.7,5,295000,Kerala 
Mahindra,Bolero,899000,1055000,8,280000,Diesel,0,15.96,2523,63,9,500000,Maharashtra
Hyundai,Creta,1203196.429,2058260.714,4,24900,Petrol,1,13,1591,121.3,5,1085000,Madhya Pradesh
Hyundai,Verna,1027000,1615000,2,20000,Petrol,0,17,1591,121.3,5,1025000,Himachal Pradesh
Maruti,Vitara,839666.6667,1323333.333,3,20613,Diesel,1,24.3,1248,88.5,5,975000,Maharashtra
Maruti,Ertiga,1022000,1022000,3,42000,CNG,0,17.5,1373,80.46,7,875000,Madhya Pradesh
Audi,A4,5045000,5558000,9,120000,Petrol,1,10.8,1984,132,5,1100000,Maharashtra
Maruti,Swift Dzire,675762.0482,990132.5301,11,78000,Diesel,0,19.3,1248,73.9,5,310000,Madhya Pradesh
BMW,3,5147000,5805000,9,61000,Diesel,1,18.88,1995,184,5,1345000,Maharashtra
Maruti,Ignis,572000,849000,2,11000,Petrol,1,20.89,1197,81.8,5,640000,Madhya Pradesh
BMW,X1,4968897.436,5136153.846,3,23000,Diesel,1,20.68,1995,190,5,3000000,Madhya Pradesh
Ford,Ecosport,1025000,1372000,3,29500,Diesel,0,23,1498,98.96,5,950000,Rajasthan
Honda,City,1330978.362,1707437.403,7,26000,Diesel,0,26,1498,98.6,5,590000,West Bengal
BMW,X1,4991000,5159000,7,116653,Diesel,1,17.05,1995,184,5,1150000,Karnataka
BMW,7,16700000,16700000,3,50000,Diesel,1,16.77,2993,261.49,5,8500000,Jammu and Kashmir
Tata,Tigor,666000,911000,3,9500,Petrol,1,20.3,1199,84,5,575000,Tamil Nadu
Mahindra,Bolero,900000,1053000,16,211121,Diesel,0,13.6,2523,63,7,300000,Uttar Pradesh
Maruti,Swift Dzire,675762.0482,990132.5301,2,20000,Diesel,0,26.59,1248,74,5,816000,Maharashtra
Mahindra,Thar,1463000,1658000,3,30000,Diesel,0,16.55,2498,105,6,850000,Madhya Pradesh
Volkswagen,Polo,706216.3743,1150549.708,5,20000,Petrol,0,16.2,1199,74,5,550000,Maharashtra
Maruti,Swift Dzire,675762.0482,990132.5301,10,80000,Diesel,0,19.3,1248,73.9,5,360000,Madhya Pradesh
Mahindra,Thar,1463000,1658000,3,32707,Diesel,0,16.55,2498,105,7,835000,Maharashtra
Hyundai,Grand,689359.8901,724879.1209,6,94870,Diesel,0,24,1120,70,5,485000,Madhya Pradesh
Mahindra,KUV,687900,872866.6667,5,20200,Diesel,0,25.32,1198,77,5,435000,Goa
Hyundai,i20,854082.8652,1307925.562,2,18000,Diesel,0,22.54,1396,88.76,5,800000,Maharashtra
Volkswagen,Vento,1042329.545,1616602.273,6,49000,Diesel,1,21.21,1498,103.2,5,695000,Madhya Pradesh
Maruti,Wagon R,539000,717000,4,25649,Petrol,1,21.5,1197,81.8,5,470000,Madhya Pradesh
Ford,Ecosport,950000,1337000,7,63000,Petrol,0,18.88,999,123.37,5,535000,Maharashtra
Hyundai,i10,698320,729333.3333,5,15000,Petrol,0,19.81,1086,68.05,5,390000,Madhya Pradesh
Nissan,Kicks,1104666.667,1696000,2,4000,Petrol,0,14.23,1498,104.55,5,890000,Rajasthan
Maruti,Vitara,839666.6667,1323333.333,4,38000,Diesel,0,24.3,1248,88.5,5,800000,West Bengal
Hyundai,i20,791000,1324000,6,23000,Petrol,0,18.6,1197,81.83,5,565000,Karnataka
Honda,Jazz,894000,1148000,10,58000,Petrol,0,16,1198,90,5,325000,Jammu and Kashmir
Tata,Hexa,1410000,1410000,4,93000,Diesel,0,17.6,2179,153.86,7,985000,Tamil Nadu
Hyundai,i20,791000,1324000,7,44000,Petrol,0,18.5,1197,82.85,5,380000,Uttar Pradesh
BMW,7,16700000,16700000,8,39800,Diesel,1,14.49,2993,258,5,2550000,Maharashtra
Maruti,Swift Dzire,692000,1032000,3,15210,Petrol,1,21.21,1197,81.8,5,785000,Madhya Pradesh
Honda,Amaze,907000,1176000,5,75225,Diesel,0,25.8,1498,98.6,5,580000,Punjab
BMW,X1,5171000,5340000,3,22000,Diesel,1,17.05,1995,184,5,3000000,Haryana
Ford,Ecosport,1024000,1371000,2,10787,Diesel,0,21.7,1498,98.96,5,1050000,Himachal Pradesh
Maruti,Dzire ZXI,692000,1032000,7,66250,Petrol,0,23.26,1197,88.5,5,440000,Maharashtra
Hyundai,Verna,1056000,1645000,4,28900,Petrol,0,17.01,1591,121.3,5,865000,Madhya Pradesh
Mercedes-Benz,C-Class,5212000,6511000,10,88002,Diesel,1,15.8,2143,170,5,1325000,Nagaland
Toyota,Innova,2017158.73,2955126.984,9,93000,Diesel,0,12.99,2494,100,8,729000,Maharashtra
Maruti,Ertiga,869000,1208000,4,40000,Petrol,1,17.03,1373,91.1,7,780000,Madhya Pradesh
Hyundai,i20,967000,1283000,9,134000,Diesel,0,23,1396,90,5,450000,Maharashtra
Renault,KWID,412000,665000,3,25000,Petrol,0,25.17,799,53.3,5,330000,Madhya Pradesh
BMW,X3,7722000,7722000,5,66000,Diesel,1,18.56,1995,187.7,5,2750000,Rajasthan
Maruti,Baleno,684580.9129,1054132.78,5,30000,Diesel,0,27.39,1248,74,5,700000,West Bengal
Datsun,GO,452000,725000,5,29500,Petrol,0,20.63,1198,67,5,310000,Karnataka
Maruti,Ertiga,926776,1149968,4,77900,Diesel,0,24.2,1498,93.87,7,875000,Maharashtra
Hyundai,Grand,687000,722000,8,43000,Petrol,0,18.9,1197,82,5,355000,Madhya Pradesh
Hyundai,i20,791000,1324000,5,18000,Petrol,0,18.6,1197,81.83,5,630000,Uttar Pradesh
Volkswagen,Polo,706216.3743,1150549.708,10,105000,Diesel,0,22.07,1199,73.9,5,315000,Maharashtra
Maruti,Swift Dzire,692000,1032000,7,70000,Petrol,0,19.1,1197,85.8,5,425000,Madhya Pradesh
Renault,KWID,356000,599000,2,40000,Petrol,0,25.17,799,53.3,5,325000,Punjab
Hyundai,Tucson,2970000,3296000,4,64000,Diesel,1,16.38,1995,183,5,1650000,Haryana
Renault,KWID,349000,588000,5,40000,Petrol,0,25.17,799,53.3,5,220000,Maharashtra
Maruti,Wagon R,540000,719000,5,42000,Petrol,1,20.51,998,67,5,445000,Madhya Pradesh
Renault,Duster,1143444.444,1690333.333,4,80000,Diesel,0,19.87,1461,83.8,5,525000,Goa
Skoda,Octavia,4382312.5,4382312.5,7,80000,Diesel,1,19.3,1968,141,5,1125000,Nagaland
Hyundai,Creta,1203196.429,2058260.714,6,73000,Petrol,0,15.29,1591,121.3,5,790000,Andhra Pradesh
Hyundai,Grand,705000,741000,5,5301,Petrol,1,18.9,1197,82,5,585000,Gujarat
Toyota,Innova,2017158.73,2955126.984,7,110000,Diesel,0,12.99,2494,100.6,8,1045000,Maharashtra
Tata,Tigor,624000,863000,3,90000,Petrol,0,20.3,1199,84,5,400000,Madhya Pradesh
Mahindra,XUV300,923000,1306000,2,4000,Petrol,0,17,1197,108.6,5,890000,Rajasthan
Toyota,Fortuner,3898993.827,4498932.099,11,240000,Diesel,0,11.5,2982,171,7,890000,Maharashtra
Volkswagen,Polo,706216.3743,1150549.708,6,61500,Diesel,0,20.14,1498,88.8,5,475000,Madhya Pradesh
Tata,Tiago,553000,775000,3,30000,Petrol,0,23.84,1199,84,5,450000,Maharashtra
Maruti,Celerio,525000,660000,6,36000,Petrol,1,23.1,998,67.04,5,430000,Madhya Pradesh
Honda,Jazz,881657.4074,1133805.556,5,22000,Petrol,0,18.7,1199,88.7,5,575000,Uttar Pradesh
Hyundai,Elantra,2244000,2531000,4,53958,Diesel,1,18.23,1582,126.2,5,1370000,Bihar
Maruti,Alto,357003.861,465401.5444,15,83000,Petrol,0,19.7,796,46.3,5,95000,Kerala 
Toyota,Innova,2017158.73,2955126.984,14,315000,Diesel,0,12.8,2494,102,8,500000,Maharashtra
Ford,Figo,913000,966000,10,113000,Diesel,0,20,1399,68,5,290000,Madhya Pradesh
Maruti,Ciaz,951000,1306000,3,40000,Petrol,0,21.56,1462,103.25,5,850000,Himachal Pradesh
Skoda,Rapid,899000,1582000,3,31000,Petrol,1,14.3,1598,103.52,5,760000,Sikkim
Volkswagen,Polo,706216.3743,1150549.708,9,90100,Diesel,0,22.07,1199,73.9,5,375000,Goa
Maruti,Swift,629140.5229,920202.6144,3,47000,Diesel,0,28.4,1248,74,5,800000,Maharashtra
Honda,City,1290000,1699000,6,56000,Petrol,1,18,1497,117.3,5,771000,Madhya Pradesh
Toyota,Fortuner,3912000,4522000,4,90000,Diesel,0,13,2982,168.5,7,2600000,Gujarat
Mahindra,Scorpio,1449000,1869000,7,51000,Diesel,0,15.4,2179,120,7,925000,Maharashtra
Ford,Ecosport,1030000,1380000,6,75911,Diesel,0,22.7,1498,89.84,5,690000,Madhya Pradesh
Maruti,Swift Dzire,675762.0482,990132.5301,6,70000,Diesel,0,19.3,1248,73.9,5,570000,Rajasthan
Hyundai,i10,698320,729333.3333,8,38100,Petrol,0,20.36,1197,78.9,5,340000,West Bengal
Hyundai,i20,838000,1324000,8,35000,Petrol,0,18.6,1197,81.83,5,418000,Karnataka
Honda,WR-V,1170000,1319000,3,30892,Diesel,0,25.5,1498,98.6,5,975000,Maharashtra
Maruti,Baleno,684580.9129,1054132.78,3,80000,Diesel,0,27.39,1248,74,5,700000,Madhya Pradesh
Tata,Tigor,632380.9524,875952.381,3,26000,Diesel,0,24.7,1047,69,5,680000,Uttar Pradesh
Maruti,Alto,357003.861,465401.5444,5,47233,Petrol,1,23.95,998,67.1,5,300000,Bihar
Maruti,Alto,357003.861,465401.5444,17,58000,Petrol,0,19.7,796,46.3,5,111000,Kerala 
Jeep,Compass,2244000,3411000,1,6000,Diesel,1,17.1,1956,173,5,2750000,Punjab
Volkswagen,Polo,706216.3743,1150549.708,9,70000,Diesel,0,22.07,1199,73.9,5,385000,Haryana
Maruti,Swift Dzire,692000,1031000,6,32000,Petrol,0,20.85,1197,83.14,5,590000,Maharashtra
Maruti,Swift Dzire,692000,1032000,13,78000,Petrol,0,17.5,1298,85.8,5,250000,Madhya Pradesh
Maruti,Eeco,467000,514000,6,8403,Petrol,0,15.37,1196,73,5,345000,Maharashtra
Honda,City,1490000,1768000,6,95000,Diesel,0,25.1,1498,98.6,5,600000,Madhya Pradesh
Maruti,Ertiga,1023000,1023000,4,73338,CNG,0,17.5,1373,80.46,7,800000,Andhra Pradesh
Honda,City,1290000,1699000,2,11000,Petrol,0,17,1497,118,5,755000,Gujarat
Renault,KWID,415000,668000,5,19000,Petrol,0,22.3,799,53.26,5,324000,Maharashtra
Maruti,Baleno,705000,1073000,2,12705,Petrol,0,21.01,1197,81.8,5,775000,Madhya Pradesh
Toyota,Innova,2017158.73,2955126.984,9,112000,Diesel,0,12.99,2494,100,8,710000,Rajasthan
Hyundai,i20,854082.8652,1307925.562,9,32000,Petrol,0,18.5,1197,80,5,350000,West Bengal
Hyundai,i10,698320,729333.3333,10,58000,Petrol,0,20.36,1197,78.9,5,270000,Karnataka
Renault,Duster,1060000,1541000,3,18500,Petrol,0,14.19,1498,104.5,5,730000,Jammu and Kashmir
Tata,Hexa,1410000,1410000,4,53000,Diesel,1,17.6,2179,153.86,7,1050000,Tamil Nadu
Mahindra,Scorpio,1517000,1968000,6,70000,Diesel,0,15.4,1997,120,7,1250000,Uttar Pradesh
Hyundai,i20,791000,1324000,7,42000,Petrol,0,18.6,1197,81.83,5,485000,Bihar
Ford,Figo,926000,997000,11,76400,Diesel,0,20,1399,68,5,221000,Kerala 
Maruti,Ertiga,926776,1149968,7,48148,Diesel,0,20.77,1248,88.76,7,750000,Maharashtra
Skoda,Superb,3670000,3968000,5,66000,Petrol,1,14.67,1798,177.46,5,1490000,Madhya Pradesh
Volkswagen,Polo,706216.3743,1150549.708,7,62051,Diesel,0,20.14,1498,88.8,5,435000,Himachal Pradesh
Maruti,Eeco,467000,513000,11,35000,Petrol,0,16.11,1196,72.42,5,250000,Sikkim
Toyota,Innova,2017158.73,2955126.984,8,277000,Diesel,0,12.99,2494,100,8,950000,Maharashtra
Volkswagen,Polo,706216.3743,1150549.708,7,68000,Diesel,0,15.11,1598,103.6,5,485000,Madhya Pradesh
Maruti,Swift Dzire,692000,1032000,8,10000,Petrol,0,19.1,1197,85.8,5,475000,Andhra Pradesh
Maruti,Ciaz,995000,1351000,6,20000,Petrol,0,20.73,1373,91.1,5,700000,Gujarat
